year,state,crop,land_area,yield
2019,Sokoto,cowpea,135.65,0.79
2019,Taraba,cowpea,259.7,0.97
2019,Yobe,cowpea,101.05,2.1
2019,Zamfara,cowpea,138.16,0.56
2019,Adamawa,soybean,56.84,0.9
2019,Bauchi,soybean,38.26,0.68
2019,Benue,soybean,94.91,2.52
2019,Borno,soybean,22.3,0.73
2019,Ekiti,soybean,26.17,0.35
2019,FCT,soybean,62.52,0.57
2019,Gombe,soybean,68.09,0.85
2019,Jigawa,soybean,42.16,0.81
2019,Kaduna,soybean,101.93,0.97
2019,Kano,soybean,65.93,1.06
2019,Katsina,soybean,50.8,0.74
2019,Kebbi,soybean,44.85,0.86
2019,Kogi,soybean,57.71,0.73
2019,Kwara,soybean,60.96,0.91
2019,Nasarawa,soybean,36.31,0.75
2019,Niger,soybean,103.1,0.55
2019,Oyo,soybean,40.05,0.65
2019,Plateau,soybean,47.67,0.56
2019,Sokoto,soybean,35.86,0.75
2019,Taraba,soybean,55.12,1.09
2019,Zamfara,soybean,36.51,0.34
2019,Abia,okro,18.12,1.14
2019,Adamawa,okro,32.41,0.57
2019,Akwa-Ibom,okro,114.46,0.91
2019,Anambra,okro,25.42,0.77
2019,Bauchi,okro,25.7,0.97
2019,Bayelsa,okro,122.79,0.93
2019,Benue,okro,37.12,1.5
2019,Borno,okro,33.9,0.85
2019,Cross River,okro,125.36,0.95
2019,Delta,okro,43.26,2.43
2019,Ebonyi,okro,13.23,1.17
2019,Edo,okro,44.47,2.65
2019,Ekiti,okro,24.05,0.54
2019,Enugu,okro,23.28,0.92
2019,Fct,okro,65.3,0.75
2019,Gombe,okro,33.9,0.76
2019,Imo,okro,61.56,0.49
2019,Jigawa,okro,18.74,1.41
2019,Kaduna,okro,17.63,2.72
2019,Kano,okro,48.76,0.54
2019,Katsina,okro,15.89,1.08
2019,Kebbi,okro,37.44,0.99
2019,Kogi,okro,40.15,2.1
2019,Kwara,okro,8.83,9.41
2019,Lagos,okro,9.72,6.2
2019,Nasarawa,okro,23.3,1.23
2019,Niger,okro,7.23,2.09
2019,Ogun,okro,13.67,2.65
2019,Ondo,okro,41.39,0.29
2019,Osun,okro,45.63,0.43
2019,Oyo,okro,6.79,5.46
2019,Plateau,okro,31.55,1.66
2019,Rivers,okro,130.62,0.94
2019,Sokoto,okro,14.7,1.52
2019,Taraba,okro,22.01,1.73
2019,Yobe,okro,30.86,0.76
2019,Zamfara,okro,21.62,2.03
2019,Adamawa,benniseed,16.65,1.04
2019,Bauchi,benniseed,21.39,0.47
2019,Benue,benniseed,106.14,0.79
2019,Borno,benniseed,17.13,0.46
2019,FCT,benniseed,83.95,0.67
2019,Gombe,benniseed,34.54,0.3
2019,Jigawa,benniseed,16.12,1.2
2019,Kano,benniseed,20.36,1.03
2019,Katsina,benniseed,53.41,0.31
2019,Kebbi,benniseed,10.05,0.72
2019,Kogi,benniseed,90.87,0.75
2019,Kwara,benniseed,29.02,0.56
2019,Nasarawa,benniseed,57.9,0.94
2019,Niger,benniseed,58.54,0.4
2019,Plateau,benniseed,57.59,0.59
2019,Sokoto,benniseed,28.36,0.53
2019,Taraba,benniseed,59.2,0.8
2019,Yobe,benniseed,13.92,0.23
2019,Zamfara,benniseed,7.45,1.57
2019,Adamawa,cotton,22.95,0.47
2019,Bauchi,cotton,96.6,0.3
2019,Borno,cotton,45.57,0.29
2019,Gombe,cotton,32.64,0.35
2019,Jigawa,cotton,35,0.22
2019,Kaduna,cotton,8.57,3.08
2019,Kano,cotton,46.34,0.65
2019,Katsina,cotton,62.84,0.46
2019,Kebbi,cotton,39.18,0.37
2019,Oyo,cotton,2.42,0.86
2019,Plateau,cotton,9.5,0.67
2019,Sokoto,cotton,38.09,0.71
2019,Taraba,cotton,22.32,0.17
2019,Yobe,cotton,32.75,0.37
2019,Zamfara,cotton,17.61,0.41
2019,Abia,cassava,258.08,5.77
2019,Akwa Ibom,cassava,292.76,5.99
2019,Anambra,cassava,252.05,7.69
2019,Bauchi,cassava,132.07,3.72
2019,Bayelsa,cassava,360.96,3.25
2019,Benue,cassava,423.32,9.12
2019,C/River,cassava,406.15,5.01
2019,Delta,cassava,238.94,7.5
2019,Ebonyi,cassava,839.72,0.02
2019,Edo,cassava,364.66,4.31
2019,Ekiti,cassava,236.55,7.32
2019,Enugu,cassava,231.76,9.25
2019,FCT,cassava,453.32,3.95
2019,Gombe,cassava,123.44,6.13
2019,Imo,cassava,326.29,10.53
2019,Jigawa,cassava,131.81,10.18
2019,Kaduna,cassava,197.16,11.56
2019,Katsina,cassava,158.5,2.64
2019,Kebbi,cassava,142.87,4.57
2019,Kogi,cassava,384.11,9.47
2019,Kwara,cassava,465.71,3.28
2019,Lagos,cassava,268.87,6.01
2019,Nasarawa,cassava,291.29,5.91
2019,Niger,cassava,402.37,3.96
2019,Ogun,cassava,193.69,10.87
2019,Ondo,cassava,226.42,15.69
2019,Osun,cassava,183.16,9.91
2019,Oyo,cassava,190.7,9.47
2019,Plateau,cassava,385.56,2.78
2019,Rivers,cassava,616.23,5.42
2019,Sokoto,cassava,93.28,3.67
2019,Taraba,cassava,190.24,7.5
2019,Yobe,cassava,184.44,2.68
2019,Zamfara,cassava,130.17,1.79
2019,Abia,yam,264.55,7.61
2019,Akwa Ibom,yam,287.27,0.01
2019,Anambra,yam,159.33,5.51
2019,Bayelsa,yam,312.26,4.06
2019,Benue,yam,192.94,13.75
2019,C/River,yam,341.88,8.62
2019,Delta,yam,164.24,8.23
2019,Ebonyi,yam,281.55,9.7
2019,Edo,yam,378.01,7.51
2019,Ekiti,yam,197.76,7.41
2019,Enugu,yam,240.92,12.25
2019,FCT,yam,712.31,4.12
2019,Imo,yam,85,3.52
2019,Kaduna,yam,199.81,13.29
2019,Kebbi,yam,151.75,6.26
2019,Kogi,yam,191.17,8.02
2019,Kwara,yam,257.06,8.82
2019,Nasarawa,yam,202.23,18.94
2019,Niger,yam,311.67,14.59
2019,Ogun,yam,168.81,6.11
2019,Ondo,yam,205.32,9.6
2019,Osun,yam,202.37,10.4
2019,Oyo,yam,285.54,5.01
2019,Plateau,yam,135.65,12.94
2019,Rivers,yam,528.69,2.48
2019,Taraba,yam,319.99,10
2019,Abia,cocoyam,40.56,7.25
2019,Akwa Ibom,cocoyam,41.3,10.13
2019,Anambra,cocoyam,87.11,6.6
2019,Bayelsa,cocoyam,70.53,7.23
2019,Benue,cocoyam,29.05,4.36
2019,Borno,cocoyam,16.36,0.31
2019,C/River,cocoyam,34.85,12.18
2019,Delta,cocoyam,39.17,5.12
2019,Ebonyi,cocoyam,128.59,2.21
2019,Edo,cocoyam,44.95,7.53
2019,Ekiti,cocoyam,44.34,11.34
2019,Enugu,cocoyam,87.25,9.06
2019,Imo,cocoyam,94.52,5.78
2019,Kogi,cocoyam,19.55,10.69
2019,Kwara,cocoyam,43.74,3.51
2019,Lagos,cocoyam,35.78,4.01
2019,Nasarawa,cocoyam,27.29,6.77
2019,Niger,cocoyam,25.65,10.21
2019,Ogun,cocoyam,30.66,11.22
2019,Ondo,cocoyam,34.23,16.07
2019,Osun,cocoyam,36.07,9.87
2019,Oyo,cocoyam,50.78,2.58
2019,Plateau,cocoyam,14.5,5.34
2019,Rivers,cocoyam,32.24,8.01
2019,Taraba,cocoyam,114.11,1.88
2019,Bauchi,ginger,7.45,3.85
2019,Benue,ginger,12,5.54
2019,Kaduna,ginger,49.69,10.44
2019,Nasarawa,ginger,24.59,2.64
2019,Abia,tomatoe,72.59,0.21
2019,Adamawa,tomatoe,57.64,2.51
2019,Anambra,tomatoe,16.44,1.36
2019,Bauchi,tomatoe,36.77,5.03
2019,Benue,tomatoe,19.01,3.94
2019,Borno,tomatoe,27.86,9.32
2019,Delta,tomatoe,68.62,0.51
2019,Ebonyi,tomatoe,46.74,1.16
2019,Edo,tomatoe,70.27,0.34
2019,Ekiti,tomatoe,53.68,0.41
2019,Enugu,tomatoe,65.63,0.25
2019,FCT,tomatoe,60,1.08
2019,Gombe,tomatoe,27.48,8.75
2019,Imo,tomatoe,5.26,2.56
2019,Jigawa,tomatoe,36.06,2.05
2019,Kaduna,tomatoe,45.48,4.16
2019,Kano,tomatoe,58.42,3.4
2019,Katsina,tomatoe,45.83,2.93
2019,Kebbi,tomatoe,63.89,1.63
2019,Kogi,tomatoe,51.18,1.56
2019,Kwara,tomatoe,56.23,1.03
2019,Lagos,tomatoe,62.63,0.61
2019,Nasarawa,tomatoe,58.17,1.78
2019,Niger,tomatoe,20.37,6
2019,Ogun,tomatoe,58.31,1.61
2019,Ondo,tomatoe,17.24,2.12
2019,Osun,tomatoe,54.74,0.45
2019,Oyo,tomatoe,54.18,0.68
2019,Plateau,tomatoe,47.44,1.23
2019,Sokoto,tomatoe,17.68,6
2019,Taraba,tomatoe,43.67,2.92
2019,Yobe,tomatoe,19.29,7.3
2019,Zamfara,tomatoe,39.61,5.14
2019,Adamawa,onion,58.37,2.4
2019,Bauchi,onion,44.675,2.11
2019,Benue,onion,26.97,1.88
2019,Borno,onion,18.51,3.8
2019,Gombe,onion,50.14,1.79
2019,Jigawa,onion,29.57,2.65
2019,Kaduna,onion,31.99,3.23
2019,Kano,onion,50.8,2.32
2019,Katsina,onion,38.77,2.76
2019,Kebbi,onion,45.08,2.81
2019,Lagos,onion,5.32,2.62
2019,Plateau,onion,39.8,1.29
2019,Sokoto,onion,31.44,3.92
2019,Taraba,onion,19.52,3.93
2019,Yobe,onion,49.3,1.91
2019,Zamfara,onion,27.97,4.52
2020,Abia,,,
2020,Adamawa,,,
2020,Akwa-Ibom,,,
2020,Anambra,,,
2020,Bauchi,,,
2020,Bayelsa,,,
2020,Benue,,,
2020,Borno,,,
2020,Cross River,,,
2020,Delta,,,
2020,Ebonyi,,,
2020,Edo,,,
2020,Ekiti,,,
2020,Enugu,,,
2020,Fct,,,
2020,Gombe,,,
2020,Imo,,,
2020,Jigawa,,,
2020,Kaduna,,,
2020,Kano,,,
2020,Katsina,,,
2020,Kebbi,,,
2020,Kogi,,,
2020,Kwara,,,
2020,Lagos,,,
2020,Nasarawa,,,
2020,Niger,,,
2020,Ogun,,,
2020,Ondo,,,
2020,Osun,,,
2020,Oyo,,,
2020,Plateau,,,
2020,Rivers,,,
2020,Sokoto,,,
2020,Taraba,,,
2020,Yobe,,,
2020,Zamfara,,,
